aar,status,type,beskrivelse,count(*)
2022,Fritekst,"Skilt i park/friområde","Skilt - Skilt i park/friområde",3
2022,Fritekst,Strandrenhold,"Badeplass - Strandrenhold",3
2022,Fritekst,Turveiskilt,"Skilt - Turveiskilt",3
2022,"Ikke behandlet","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",3
2022,"Ikke behandlet","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",3
2022,"Ikke behandlet","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",3
2022,"Ikke behandlet",P-plass,"Renhold - P-plass",3
2022,"Ikke behandlet",Parkeringsskilt,"Skilt - Parkeringsskilt",3
2022,"Ikke behandlet",Strandrenhold,"Badeplass - Strandrenhold",3
2022,"Kirkelig fellesråd","Annen forsøpling","Søppel - Annen forsøpling",3
2022,"Kirkelig fellesråd",Tagging,"Tagging - Tagging",3
2022,Kulturetaten,Byggesonen,"Ulovlig overnatting - Byggesonen",3
2022,Kulturetaten,"Park/friområde","Renhold - Park/friområde",3
2022,"Leverandør avfallsekker",Veibane,"Renhold - Veibane",3
2022,"Oslo Havn KF","Annen forsøpling","Søppel - Annen forsøpling",3
2022,"Oslobygg KF",Fortau,"Renhold - Fortau",3
2022,"Oslobygg KF","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",3
2022,"Oslobygg KF",P-plass,"Brøyting/strøing - P-plass",3
2022,"Privat eiendom",Blender,"Gatelys - Blender",3
2022,"Privat eiendom","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",3
2022,"Privat eiendom","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",3
2022,"Privat eiendom",P-plass,"Hull i veien - P-plass",3
2022,"Privat eiendom","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",3
2022,"Privat eiendom","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",3
2022,"Privat eiendom","Skilt i park/friområde","Skilt - Skilt i park/friområde",3
2022,"Privat eiendom",Strandrenhold,"Badeplass - Strandrenhold",3
2022,"Privat vei","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",3
2022,"Privat vei","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",3
2022,"Privat vei","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",3
2022,"Privat vei",P-plass,"Hull i veien - P-plass",3
2022,"Privat vei",Tagging,"Tagging - Tagging",3
2022,Saksbehandles,Feil/mangler,"Lekeplass - Feil/mangler",3
2022,Saksbehandles,P-plass,"Renhold - P-plass",3
2022,Saksbehandles,Strandrenhold,"Badeplass - Strandrenhold",3
2022,Saksbehandles,"Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",3
2022,Saksbehandles,"Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",3
2022,Saksbehandles,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",3
2022,Saksbehandles,"Ønske om nytt tre","Trær - Ønske om nytt tre",3
2022,"Sporveien AS","Andre mangler","Holdeplasser - Andre mangler",3
2022,"Sporveien AS",Annet,"Gatelys - Annet",3
2022,"Sporveien AS","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",3
2022,"Sporveien AS",Fortau,"Hull i veien - Fortau",3
2022,"Statens vegvesen","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",3
2022,"Statens vegvesen","Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",3
2022,Telenor,"Skadet mast","Gatelys - Skadet mast / stolpe",3
2022,"Treforvaltning - Del av årshjul","Greiner skygger for belysning","Trær - Greiner skygger for belysning",3
2022,"Under behandling",Annet,"Gatelys - Annet",3
2022,"Under behandling",Blunker,"Gatelys - Blunker",3
2022,"Under behandling","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",3
2022,"Under behandling",Risiko,"Lekeplass - Risiko",3
2022,"Under behandling","Skadet ledning","Gatelys - Skadet ledning",3
2022,"Under behandling","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",3
2022,"Under behandling",Veibane,"Brøyting/strøing - Veibane",3
2022,"Under behandling","Ønske om nytt tre","Trær - Ønske om nytt tre",3
2022,"Utbedring bestilt",Blender,"Gatelys - Blender",3
2022,"Utbedring bestilt","Lyser på dagen","Gatelys - Lyser på dagen",3
2022,"Utbedring bestilt",Stranddusj,"Badeplass - Stranddusj",3
2022,"Utbedring bestilt","Trafikklys - Blinker gult","Trafikklys - Blinker gult",3
2022,"Utbedring bestilt",Utmark,"Ulovlig overnatting - Utmark",3
2022,"Vann- og avløpsetaten",Bommer,"Bommer - Bommer",3
2022,"Vann- og avløpsetaten",Feil/mangler,"Bymøbel - Feil/mangler",3
2022,"Vann- og avløpsetaten","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",3
2022,"Videresendt BYM områdeansvarlig","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",3
2022,"Videresendt arbeidsordre","Ladekabel sitter fast","Ladestolper - Ladekabel sitter fast",3
2022,"Videresendt parkforvaltning",Annet,"Gatelys - Annet",3
2022,"Videresendt parkforvaltning",Tagging,"Tagging - Tagging",3
2022,"Videresendt parkforvaltning","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",3
2022,"Videresendt parkforvaltning",Turveiskilt,"Skilt - Turveiskilt",3
2022,"Videresendt parkforvaltning",Utmark,"Ulovlig overnatting - Utmark",3
2022,"Videresendt vaktsentralen",Sykkelfelt,"Brøyting/strøing - Sykkelfelt",3
2022,"Videresendt vaktsentralen","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",3
2022,"Videresendt vaktsentralen",Veibane,"Renhold - Veibane",3
2022,"Videresendt veidrift",Blender,"Gatelys - Blender",3
2022,"Videresendt veidrift","Park/friområde","Renhold - Park/friområde",3
2022,"Videresendt veidrift","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",3
2022,"Videresendt veidrift","Ønske om nytt tre","Trær - Ønske om nytt tre",3
2022,"Aktør for sparkesykkel",Fortau,"Renhold - Fortau",2
2022,"Arbeid utført","Greiner skygger for belysning","Beskjæring/trimming av trær/busker - Greiner skygger for belysning",2
2022,BaneNor,Fortau,"Brøyting/strøing - Fortau",2
2022,BaneNor,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2022,"Boligbygg Oslo KF","Annen forsøpling","Søppel - Annen forsøpling",2
2022,"Boligbygg Oslo KF","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2022,"Boligbygg Oslo KF",Risiko,"Trær - Risiko",2
2022,"Bydel Alna","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2022,"Bydel Alna","Park/friområde","Renhold - Park/friområde",2
2022,"Bydel Bjerke","Annen forsøpling","Søppel - Annen forsøpling",2
2022,"Bydel Bjerke",Feil/mangler,"Bymøbel - Feil/mangler",2
2022,"Bydel Bjerke","Park/friområde","Renhold - Park/friområde",2
2022,"Bydel Frogner",Feil/mangler,"Bymøbel - Feil/mangler",2
2022,"Bydel Gamle Oslo","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2022,"Bydel Grünerløkka",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2022,"Bydel Grünerløkka",Feil/mangler,"Lekeplass - Feil/mangler",2
2022,"Bydel Grünerløkka","Midlertidig skilting","Skilt - Midlertidig skilting",2
2022,"Bydel Grünerløkka","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2022,"Bydel Grünerløkka","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2022,"Bydel Grünerløkka",Renhold,"Bymøbel - Renhold",2
2022,"Bydel Nordre Aker",Risiko,"Lekeplass - Risiko",2
2022,"Bydel Nordstrand",Feil/mangler,"Bymøbel - Feil/mangler",2
2022,"Bydel Nordstrand",Feil/mangler,"Lekeplass - Feil/mangler",2
2022,"Bydel Nordstrand","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Bydel Nordstrand","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",2
2022,"Bydel Nordstrand","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2022,"Bydel Sagene","Farlig avfall","Søppel - Farlig avfall",2
2022,"Bydel Sagene",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2022,"Bydel Sagene",Renhold,"Bymøbel - Renhold",2
2022,"Bydel Sagene","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2022,"Bydel Sagene","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2022,"Bydel St.Hanshaugen",Fortau,"Renhold - Fortau",2
2022,"Bydel St.Hanshaugen",Tagging,"Tagging - Tagging",2
2022,"Bydel Vestre Aker","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Bydel Vestre Aker","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2022,"Bydel Vestre Aker","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2022,Duplikat,Bussbom,"Bommer - Bussbom",2
2022,Duplikat,"Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",2
2022,Duplikat,Holdeplass,"Brøyting/strøing - Holdeplass",2
2022,Duplikat,"Lyser på dagen","Gatelys - Lyser på dagen",2
2022,Duplikat,P-plass,"Hull i veien - P-plass",2
2022,Duplikat,"Skadet mast","Gatelys - Skadet mast / stolpe",2
2022,Duplikat,"Trafikklys - Tidsintervall","Trafikklys - Tidsintervall",2
2022,Duplikat,"Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",2
2022,Duplikat,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",2
2022,"Eiendoms og byfornyelsesetaten",Byggesonen,"Ulovlig overnatting - Byggesonen",2
2022,"Eiendoms og byfornyelsesetaten","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",2
2022,"Eiendoms og byfornyelsesetaten",P-plass,"Renhold - P-plass",2
2022,"Eiendoms og byfornyelsesetaten","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2022,"Eiendoms og byfornyelsesetaten","Ønske om nytt tre","Trær - Ønske om nytt tre",2
2022,Elvia/Hafslund,"Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",2
2022,"Feilparkert kjøretøy/elsparkesykkel","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",2
2022,"Feilparkert kjøretøy/elsparkesykkel",P-plass,"Hull i veien - P-plass",2
2022,"Feilparkert kjøretøy/elsparkesykkel",P-plass,"Renhold - P-plass",2
2022,Forsvarsbygg,"Annen forsøpling","Søppel - Annen forsøpling",2
2022,Fritekst,Bussbom,"Bommer - Bussbom",2
2022,Fritekst,"Fremmed art - Kjempespringfrø","Problematiske fremmede arter - Kjempespringfrø",2
2022,Fritekst,"Full beholder","Søppel - Returpunkt glass og metall - Full beholder",2
2022,Fritekst,P-plass,"Hull i veien - P-plass",2
2022,Fritekst,Skader/mangler,"Toaletter - Skader/mangler",2
2022,Fritekst,"Sykkel - Ønske om sykkelparkering på offentlig grunn","Sykkel - Ønske om sykkelparkering på offentlig grunn",2
2022,Fritekst,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",2
2022,Fritekst,"Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",2
2022,Fritekst,"Ønske om nytt tre","Trær - Ønske om nytt tre",2
2022,Gravferdsetaten,"Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2022,"Gårdeiers ansvar",Fortau,"Brøyting/strøing - Fortau",2
2022,"Gårdeiers ansvar",Fortau,"Hull i veien - Fortau",2
2022,"Gårdeiers ansvar",Holdeplass,"Renhold - Holdeplass",2
2022,"Gårdeiers ansvar","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2022,"Ikke behandlet","Fremmed art - Kjempespringfrø","Problematiske fremmede arter - Kjempespringfrø",2
2022,"Ikke behandlet","Fremmed art - Russesvalerot","Problematiske fremmede arter - Russesvalerot",2
2022,"Ikke behandlet","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",2
2022,"Ikke behandlet","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",2
2022,"Ikke behandlet","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",2
2022,"Ikke behandlet","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",2
2022,"Ikke behandlet","Skadet ledning","Gatelys - Skadet ledning",2
2022,"Kirkelig fellesråd","Farlig avfall","Søppel - Farlig avfall",2
2022,"Kirkelig fellesråd","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Kirkelig fellesråd","Park/friområde","Renhold - Park/friområde",2
2022,"Kirkelig fellesråd","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2022,Kulturetaten,"Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Leverandør avfallsekker","Farlig avfall","Søppel - Farlig avfall",2
2022,"Leverandør avfallsekker","Park/friområde","Renhold - Park/friområde",2
2022,"Oslo Havn KF",Feil/mangler,"Bymøbel - Feil/mangler",2
2022,"Oslo Havn KF","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2022,"Oslobygg KF","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",2
2022,"Oslobygg KF","Skadet mast","Gatelys - Skadet mast / stolpe",2
2022,"Oslobygg KF","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2022,"Oslobygg KF","Ønske om nytt tre","Trær - Ønske om nytt tre",2
2022,"Plan- og bygningsetaten",Risiko,"Trær - Risiko",2
2022,"Privat eiendom","Skadet mast","Gatelys - Skadet mast / stolpe",2
2022,"Privat eiendom",Tagging,"Tagging - Tagging",2
2022,"Privat eiendom",Veibane,"Brøyting/strøing - Veibane",2
2022,"Privat vei",Annet,"Gatelys - Annet",2
2022,"Privat vei",Feil/mangler,"Bymøbel - Feil/mangler",2
2022,"Privat vei","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Privat vei","Midlertidig skilting","Skilt - Midlertidig skilting",2
2022,"Privat vei","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2022,"Privat vei",Sykkelfelt,"Brøyting/strøing - Sykkelfelt",2
2022,Saksbehandles,Brekkasje,"Trær - Brekkasje",2
2022,Saksbehandles,Bussbom,"Bommer - Bussbom",2
2022,Saksbehandles,"Full beholder","Søppel - Returpunkt glass og metall - Full beholder",2
2022,Saksbehandles,Renhold,"Bymøbel - Renhold",2
2022,Saksbehandles,"Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",2
2022,Saksbehandles,Tagging,"Tagging - Tagging",2
2022,Saksbehandles,"Trafikklys - Tidsintervall","Trafikklys - Tidsintervall",2
2022,Saksbehandles,Turveiskilt,"Skilt - Turveiskilt",2
2022,Slottsforvalter,Risiko,"Trær - Risiko",2
2022,"Sporveien AS","Farlig avfall","Søppel - Farlig avfall",2
2022,"Sporveien AS","Mørk lampe","Gatelys - Mørk lampe",2
2022,"Sporveien AS","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2022,"Sporveien AS","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",2
2022,"Sporveien AS","Skadet mast","Gatelys - Skadet mast / stolpe",2
2022,"Statens vegvesen","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",2
2022,"Statens vegvesen",Renhold,"Bymøbel - Renhold",2
2022,"Statens vegvesen","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",2
2022,"Statens vegvesen",Turveiskilt,"Skilt - Turveiskilt",2
2022,Statsbygg,Bommer,"Bommer - Bommer",2
2022,Statsbygg,"Farlig avfall","Søppel - Farlig avfall",2
2022,Statsbygg,Feil/mangler,"Bymøbel - Feil/mangler",2
2022,Statsbygg,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2022,Statsbygg,Veibane,"Hull i veien - Veibane",2
2022,Telenor,Veibane,"Hull i veien - Veibane",2
2022,"Under behandling",Bommer,"Bommer - Bommer",2
2022,"Under behandling",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",2
2022,"Under behandling",Fortau,"Hull i veien - Fortau",2
2022,"Under behandling","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Under behandling","Park/friområde","Renhold - Park/friområde",2
2022,"Under behandling",Parkeringsskilt,"Skilt - Parkeringsskilt",2
2022,"Under behandling","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2022,"Under behandling",Renhold,"Bymøbel - Renhold",2
2022,"Under behandling",Skader/mangler,"Toaletter - Skader/mangler",2
2022,"Under behandling","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",2
2022,"Under behandling","Skadet mast","Gatelys - Skadet mast / stolpe",2
2022,"Under behandling","Trafikklys - Annet","Trafikklys - Annet",2
2022,"Under behandling","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2022,"Utbedring bestilt",Blunker,"Gatelys - Blunker",2
2022,"Utbedring bestilt","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",2
2022,"Utbedring bestilt","Greiner skygger for belysning","Trær - Greiner skygger for belysning",2
2022,"Utbedring bestilt","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",2
2022,"Utbedring bestilt","Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",2
2022,"Utbedring bestilt","Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",2
2022,"Vann- og avløpsetaten","Farlig avfall","Søppel - Farlig avfall",2
2022,"Vann- og avløpsetaten","Park/friområde","Renhold - Park/friområde",2
2022,"Vann- og avløpsetaten",Strandrenhold,"Badeplass - Strandrenhold",2
2022,"Vann- og avløpsetaten","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2022,"Vann- og avløpsetaten",Veibane,"Brøyting/strøing - Veibane",2
2022,"Videresendt BYM områdeansvarlig","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2022,"Videresendt parkforvaltning","Etterfylling av forbruksvarer","Toaletter - Etterfylling av forbruksvarer",2
2022,"Videresendt parkforvaltning",Renhold,"Toaletter - Renhold",2
2022,"Videresendt parkforvaltning",Sykkelfelt,"Renhold - Sykkelfelt",2
2022,"Videresendt parkforvaltning","Søppel i park","Søppel - Søppel i park",2
2022,"Videresendt parkforvaltning","Søppel på holdeplass","Søppel - Søppel på holdeplass",2
2022,"Videresendt vaktsentralen","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2022,"Videresendt vaktsentralen","Midlertidig skilting","Skilt - Midlertidig skilting",2
2022,"Videresendt vaktsentralen","Park/friområde","Renhold - Park/friområde",2
2022,"Videresendt vaktsentralen",Tagging,"Tagging - Tagging",2
2022,"Videresendt veidrift","Greiner skygger for belysning","Trær - Greiner skygger for belysning",2
2022,"Videresendt veidrift",P-plass,"Renhold - P-plass",2
2022,"Videresendt veidrift",Risiko,"Lekeplass - Risiko",2
2022,"Aktør for sparkesykkel",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Aktør for sparkesykkel","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Aktør for sparkesykkel",Holdeplass,"Bymøbel - Holdeplass",1
2022,"Aktør for sparkesykkel",P-plass,"Brøyting/strøing - P-plass",1
2022,"Aktør for sparkesykkel",P-plass,"Renhold - P-plass",1
2022,"Aktør for sparkesykkel",Strandrenhold,"Badeplass - Strandrenhold",1
2022,"Arbeid utført","Etterfylling av forbruksvarer","Toaletter - Etterfylling av forbruksvarer",1
2022,"Arbeid utført","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",1
2022,"Arbeid utført","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",1
2022,Avvist,Fortau,"Brøyting/strøing - Fortau",1
2022,Avvist,Fortau,"Renhold - Fortau",1
2022,Avvist,"Fulle søppelkasser","Søppel - Fulle søppelkasser",1
2022,Avvist,Veibane,"Brøyting/strøing - Veibane",1
2022,BaneNor,Annet,"Gatelys - Annet",1
2022,BaneNor,Blunker,"Gatelys - Blunker",1
2022,BaneNor,Bommer,"Bommer - Bommer",1
2022,BaneNor,Brekkasje,"Trær - Brekkasje",1
2022,BaneNor,"Farlig avfall","Søppel - Farlig avfall",1
2022,BaneNor,Feil/mangler,"Bymøbel - Feil/mangler",1
2022,BaneNor,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2022,BaneNor,"Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,BaneNor,"Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",1
2022,BaneNor,"Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2022,BaneNor,"Park/friområde","Renhold - Park/friområde",1
2022,BaneNor,"Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2022,BaneNor,Veibane,"Brøyting/strøing - Veibane",1
2022,BaneNor,"Ønske om nytt tre","Trær - Ønske om nytt tre",1
2022,"Boligbygg Oslo KF",Annet,"Gatelys - Annet",1
2022,"Boligbygg Oslo KF",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Boligbygg Oslo KF",Feil/mangler,"Lekeplass - Feil/mangler",1
2022,"Boligbygg Oslo KF",Risiko,"Lekeplass - Risiko",1
2022,"Boligbygg Oslo KF",Veibane,"Brøyting/strøing - Veibane",1
2022,"Boligbygg Oslo KF","Ønske om nytt tre","Trær - Ønske om nytt tre",1
2022,"Bydel Alna",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Bydel Frogner","Annen forsøpling","Søppel - Annen forsøpling",1
2022,"Bydel Frogner","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2022,"Bydel Frogner","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2022,"Bydel Frogner",Risiko,"Lekeplass - Risiko",1
2022,"Bydel Frogner","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Bydel Frogner",Veibane,"Renhold - Veibane",1
2022,"Bydel Gamle Oslo","Annen forsøpling","Søppel - Annen forsøpling",1
2022,"Bydel Gamle Oslo",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Bydel Gamle Oslo","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Bydel Gamle Oslo",Skader/mangler,"Toaletter - Skader/mangler",1
2022,"Bydel Grorud",Annet,"Gatelys - Annet",1
2022,"Bydel Grorud",Fortau,"Brøyting/strøing - Fortau",1
2022,"Bydel Grorud",Tagging,"Tagging - Tagging",1
2022,"Bydel Grorud","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,"Bydel Grünerløkka",Bommer,"Bommer - Bommer",1
2022,"Bydel Grünerløkka",Brekkasje,"Trær - Brekkasje",1
2022,"Bydel Grünerløkka","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",1
2022,"Bydel Grünerløkka","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Bydel Grünerløkka",Fortau,"Hull i veien - Fortau",1
2022,"Bydel Grünerløkka","Full beholder","Søppel - Returpunkt glass og metall - Full beholder",1
2022,"Bydel Grünerløkka","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2022,"Bydel Grünerløkka","Lyser på dagen","Gatelys - Lyser på dagen",1
2022,"Bydel Grünerløkka",Risiko,"Lekeplass - Risiko",1
2022,"Bydel Grünerløkka","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Bydel Nordre Aker",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2022,"Bydel Nordre Aker",Fortau,"Brøyting/strøing - Fortau",1
2022,"Bydel Nordre Aker","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2022,"Bydel Nordre Aker","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2022,"Bydel Nordre Aker",Risiko,"Trær - Risiko",1
2022,"Bydel Nordre Aker","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,"Bydel Nordre Aker","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Bydel Nordstrand","Annen forsøpling","Søppel - Annen forsøpling",1
2022,"Bydel Nordstrand",Annet,"Gatelys - Annet",1
2022,"Bydel Nordstrand","Farlig avfall","Søppel - Farlig avfall",1
2022,"Bydel Nordstrand","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2022,"Bydel Nordstrand","Park/friområde","Renhold - Park/friområde",1
2022,"Bydel Nordstrand","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2022,"Bydel Sagene",Brekkasje,"Trær - Brekkasje",1
2022,"Bydel Sagene","Midlertidig skilting","Skilt - Midlertidig skilting",1
2022,"Bydel Sagene","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2022,"Bydel Sagene","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2022,"Bydel Sagene",Skader/mangler,"Toaletter - Skader/mangler",1
2022,"Bydel Sagene","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2022,"Bydel Sagene","Ønske om nytt tre","Trær - Ønske om nytt tre",1
2022,"Bydel St.Hanshaugen",Brekkasje,"Trær - Brekkasje",1
2022,"Bydel St.Hanshaugen",Fortau,"Brøyting/strøing - Fortau",1
2022,"Bydel St.Hanshaugen","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Bydel St.Hanshaugen","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",1
2022,"Bydel St.Hanshaugen","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2022,"Bydel St.Hanshaugen","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2022,"Bydel St.Hanshaugen",Renhold,"Toaletter - Renhold",1
2022,"Bydel St.Hanshaugen","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Bydel St.Hanshaugen","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2022,"Bydel Stovner",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2022,"Bydel Søndre Nordstrand","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2022,"Bydel Vestre Aker",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Bydel Vestre Aker","Park/friområde","Renhold - Park/friområde",1
2022,"Bydel Østensjø","Fulle søppelkasser","Søppel - Fulle søppelkasser",1
2022,Duplikat,Brygge/badetrapp,"Badeplass - Brygge/badetrapp",1
2022,Duplikat,"Etterfylling av forbruksvarer","Toaletter - Etterfylling av forbruksvarer",1
2022,Duplikat,"Full beholder","Søppel - Returpunkt glass og metall - Full beholder",1
2022,Duplikat,"Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,Duplikat,Holdeplass,"Bymøbel - Holdeplass",1
2022,Duplikat,"Midlertidig skilting","Skilt - Midlertidig skilting",1
