aar,status,type,beskrivelse,count(*)
2020,Fritekst,"Full beholder","Søppel - Returpunkt glass og metall - Full beholder",6
2020,Fritekst,Sykkelfelt,"Hull i veien - Sykkelfelt",6
2020,"Gårdeiers ansvar","Fulle søppelkasser","Søppel - Fulle søppelkasser",6
2020,"Oslobygg KF",Veibane,"Hull i veien - Veibane",6
2020,"Privat eiendom","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",6
2020,"Privat eiendom","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",6
2020,Saksbehandles,Brekkasje,"Trær - Brekkasje",6
2020,Saksbehandles,Sykkelfelt,"Hull i veien - Sykkelfelt",6
2020,Saksbehandles,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",6
2020,Saksbehandles,"Ønske om nytt tre","Trær - Ønske om nytt tre",6
2020,"Sporveien AS","Mørk lampe","Gatelys - Mørk lampe",6
2020,"Statens vegvesen","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",6
2020,"Statens vegvesen","Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",6
2020,"Statens vegvesen",Turveiskilt,"Skilt - Turveiskilt",6
2020,Statsbygg,"Mørk lampe","Gatelys - Mørk lampe",6
2020,"Utbedring bestilt",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",6
2020,"Utbedring bestilt","Greiner skygger for belysning","Beskjæring/trimming av trær/busker - Greiner skygger for belysning",6
2020,"Utbedring bestilt","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",6
2020,"Utbedring bestilt","Skilt i park/friområde","Skilt - Skilt i park/friområde",6
2020,"Utbedring bestilt",Strandrenhold,"Badeplass - Strandrenhold",6
2020,"Utbedring bestilt","Trafikklys - Trykknapp","Trafikklys - Trykknapp",6
2020,"Utbedring bestilt","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",6
2020,"Videresendt BYM områdeansvarlig","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",6
2020,"Videresendt BYM områdeansvarlig","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",6
2020,"Bydel Frogner","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",5
2020,"Bydel Grünerløkka","Fulle søppelkasser","Søppel - Fulle søppelkasser",5
2020,"Bydel Grünerløkka","Søppel i park","Søppel - Søppel i park",5
2020,"Bydel Grünerløkka","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",5
2020,"Bydel St.Hanshaugen",Feil/mangler,"Bymøbel - Feil/mangler",5
2020,"Bydel Østensjø","Annen forsøpling","Søppel - Annen forsøpling",5
2020,Duplikat,"Skadet mast","Gatelys - Skadet mast / stolpe",5
2020,Duplikat,"Trafikklys - Tidsintervall","Trafikklys - Tidsintervall",5
2020,Duplikat,Veibane,"Brøyting/strøing - Veibane",5
2020,Duplikat,"Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",5
2020,Elvia/Hafslund,"Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",5
2020,Fritekst,Bussbom,"Bommer - Bussbom",5
2020,Fritekst,"Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",5
2020,Fritekst,"Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",5
2020,Fritekst,P-plass,"Hull i veien - P-plass",5
2020,Fritekst,Sykkelfelt,"Brøyting/strøing - Sykkelfelt",5
2020,Fritekst,"Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",5
2020,"Gårdeiers ansvar",Fortau,"Hull i veien - Fortau",5
2020,"Oslobygg KF",Feil/mangler,"Lekeplass - Feil/mangler",5
2020,"Oslobygg KF","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",5
2020,"Oslobygg KF",Risiko,"Trær - Risiko",5
2020,"Privat eiendom",Blunker,"Gatelys - Blunker",5
2020,"Privat eiendom",Feil/mangler,"Idrettsutstyr - Feil/mangler",5
2020,"Privat eiendom","Skadet ledning","Gatelys - Skadet ledning",5
2020,"Privat eiendom","Skadet mast","Gatelys - Skadet mast / stolpe",5
2020,"Privat eiendom","Ønske om nytt tre","Trær - Ønske om nytt tre",5
2020,"Privat vei",Annet,"Gatelys - Annet",5
2020,"Privat vei","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",5
2020,"Privat vei","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",5
2020,"Privat vei","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",5
2020,Saksbehandles,Brygge/badetrapp,"Badeplass - Brygge/badetrapp",5
2020,Saksbehandles,"Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",5
2020,Saksbehandles,"Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",5
2020,"Sporveien AS",Feil/mangler,"Bymøbel - Feil/mangler",5
2020,"Sporveien AS","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",5
2020,"Sporveien AS",Fortau,"Hull i veien - Fortau",5
2020,"Sporveien AS","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",5
2020,"Sporveien AS",Sykkelfelt,"Hull i veien - Sykkelfelt",5
2020,"Sporveien AS","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",5
2020,"Sporveien AS","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",5
2020,"Sporveien AS",Vedlikehold,"Bymøbel - Vedlikehold",5
2020,"Statens vegvesen","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",5
2020,"Statens vegvesen",Fortau,"Renhold - Fortau",5
2020,"Statens vegvesen","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",5
2020,"Statens vegvesen","Park/friområde","Renhold - Park/friområde",5
2020,"Treforvaltning - Del av årshjul","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",5
2020,"Utbedring bestilt",Blunker,"Gatelys - Blunker",5
2020,"Utbedring bestilt",P-plass,"Renhold - P-plass",5
2020,"Utbedring bestilt","Registrering villfylling/hageavfall","Renhold - Registrering villfylling/hageavfall",5
2020,"Utbedring bestilt","Søppel på holdeplass","Søppel - Søppel på holdeplass",5
2020,"Arbeid utført","Langs trikkeskinner","Hull i veien - Langs trikkeskinner",4
2020,"Arbeid utført",Utmark,"Ulovlig overnatting - Utmark",4
2020,BaneNor,"Annen forsøpling","Søppel - Annen forsøpling",4
2020,"Bydel Frogner",Feil/mangler,"Bymøbel - Feil/mangler",4
2020,"Bydel Gamle Oslo",Feil/mangler,"Idrettsutstyr - Feil/mangler",4
2020,"Bydel Sagene","Fulle søppelkasser","Søppel - Fulle søppelkasser",4
2020,"Bydel Sagene","Søppel i park","Søppel - Søppel i park",4
2020,"Bydel St.Hanshaugen",Risiko,"Lekeplass - Risiko",4
2020,Duplikat,Fortau,"Renhold - Fortau",4
2020,Duplikat,Holdeplass,"Bymøbel - Holdeplass",4
2020,Duplikat,"Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",4
2020,Duplikat,"Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",4
2020,Elvia/Hafslund,"Annen forsøpling","Søppel - Annen forsøpling",4
2020,Elvia/Hafslund,"Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",4
2020,"Ferdig behandlet",Risiko,"Trær - Risiko",4
2020,"Ferdig behandlet","Trafikklys - Annet","Trafikklys - Annet",4
2020,Forsvarsbygg,"Annen forsøpling","Søppel - Annen forsøpling",4
2020,Fritekst,"Fremmed art - Russekål","Problematiske fremmede arter - Russekål",4
2020,Fritekst,"Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",4
2020,Fritekst,"Manglende vanning","Skøytebane - Manglende vanning",4
2020,"Ikke behandlet","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",4
2020,"Kirkelig fellesråd",Risiko,"Trær - Risiko",4
2020,"Oslobygg KF",Brekkasje,"Trær - Brekkasje",4
2020,"Oslobygg KF",Feil/mangler,"Bymøbel - Feil/mangler",4
2020,"Oslobygg KF","Plen/grøntområder","Gressklipping - Plen/grøntområder",4
2020,"Oslobygg KF","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",4
2020,"Oslobygg KF","Ønske om nytt tre","Trær - Ønske om nytt tre",4
2020,"Privat eiendom","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",4
2020,"Privat eiendom",P-plass,"Hull i veien - P-plass",4
2020,"Privat eiendom","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",4
2020,"Privat eiendom","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",4
2020,"Privat eiendom","Skilt i park/friområde","Skilt - Skilt i park/friområde",4
2020,"Privat eiendom","Søppel i park","Søppel - Søppel i park",4
2020,"Privat eiendom","Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",4
2020,"Privat vei",Brekkasje,"Trær - Brekkasje",4
2020,"Privat vei","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",4
2020,"Privat vei","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",4
2020,"Privat vei",Tagging,"Tagging - Tagging",4
2020,Saksbehandles,Fortau,"Renhold - Fortau",4
2020,Saksbehandles,Strandrenhold,"Badeplass - Strandrenhold",4
2020,Saksbehandles,Veibane,"Renhold - Veibane",4
2020,"Sporveien AS","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",4
2020,"Statens vegvesen","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",4
2020,"Statens vegvesen","Midlertidig skilting","Skilt - Midlertidig skilting",4
2020,"Statens vegvesen",Sykkelfelt,"Renhold - Sykkelfelt",4
2020,"Statens vegvesen","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",4
2020,"Utbedring bestilt","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",4
2020,"Utbedring bestilt",Sykkelfelt,"Hull i veien - Sykkelfelt",4
2020,"Utbedring bestilt","Trafikklys - Blinker gult","Trafikklys - Blinker gult",4
2020,"Utbedring bestilt",Vedlikehold,"Bymøbel - Vedlikehold",4
2020,"Vann- og avløpsetaten","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",4
2020,"Videresendt BYM områdeansvarlig",Bussbom,"Bommer - Bussbom",4
2020,"Videresendt BYM områdeansvarlig","Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",4
2020,"Videresendt BYM områdeansvarlig",Holdeplass,"Renhold - Holdeplass",4
2020,"Videresendt BYM områdeansvarlig","Langs trikkeskinner","Hull i veien - Langs trikkeskinner",4
2020,"Videresendt BYM områdeansvarlig","Søppel på holdeplass","Søppel - Søppel på holdeplass",4
2020,"Videresendt BYM områdeansvarlig",Vannpost/kran,"Badeplass - Vannpost/kran",4
2020,"Videresendt BYM områdeansvarlig","Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",4
2020,"Arbeid utført",Stranddusj,"Badeplass - Stranddusj",3
2020,"Bydel Gamle Oslo",Vannpost/kran,"Badeplass - Vannpost/kran",3
2020,"Bydel Grünerløkka",Feil/mangler,"Lekeplass - Feil/mangler",3
2020,"Bydel Grünerløkka",Fortau,"Renhold - Fortau",3
2020,"Bydel Grünerløkka","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",3
2020,"Bydel Nordstrand","Annen forsøpling","Søppel - Annen forsøpling",3
2020,"Bydel Nordstrand",Risiko,"Trær - Risiko",3
2020,"Bydel Sagene",Feil/mangler,"Idrettsutstyr - Feil/mangler",3
2020,"Bydel Sagene","Park/friområde","Renhold - Park/friområde",3
2020,"Bydel Sagene",Tagging,"Tagging - Tagging",3
2020,"Bydel St.Hanshaugen",Vedlikehold,"Bymøbel - Vedlikehold",3
2020,Duplikat,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",3
2020,Duplikat,Fortau,"Brøyting/strøing - Fortau",3
2020,Duplikat,"Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",3
2020,Duplikat,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",3
2020,Duplikat,Turveiskilt,"Skilt - Turveiskilt",3
2020,"Eiendoms og byfornyelsesetaten","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",3
2020,Elvia/Hafslund,"Trafikklys - Annet","Trafikklys - Annet",3
2020,"Ferdig behandlet",Annet,"Gatelys - Annet",3
2020,"Ferdig behandlet",Fortau,"Hull i veien - Fortau",3
2020,Fritekst,Blender,"Gatelys - Blender",3
2020,Fritekst,Byggesonen,"Ulovlig overnatting - Byggesonen",3
2020,Fritekst,"Fremmed art - Kjempespringfrø","Problematiske fremmede arter - Kjempespringfrø",3
2020,Fritekst,"Lyser på dagen","Gatelys - Lyser på dagen",3
2020,Fritekst,Renhold,"Toaletter - Renhold",3
2020,Fritekst,Skader/mangler,"Toaletter - Skader/mangler",3
2020,Fritekst,Strandrenhold,"Badeplass - Strandrenhold",3
2020,Fritekst,"Søppel på holdeplass","Søppel - Søppel på holdeplass",3
2020,Fritekst,"Ønske om nytt tre","Trær - Ønske om nytt tre",3
2020,"Gårdeiers ansvar","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",3
2020,"Ikke behandlet","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",3
2020,"Kirkelig fellesråd","Annen forsøpling","Søppel - Annen forsøpling",3
2020,"Oslobygg KF",Fortau,"Renhold - Fortau",3
2020,"Oslobygg KF","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",3
2020,"Oslobygg KF",P-plass,"Hull i veien - P-plass",3
2020,"Oslobygg KF","Park/friområde","Renhold - Park/friområde",3
2020,"Oslobygg KF","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",3
2020,"Privat eiendom","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",3
2020,"Privat eiendom","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",3
2020,"Privat eiendom","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",3
2020,"Privat eiendom","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",3
2020,"Privat eiendom",Veibane,"Renhold - Veibane",3
2020,"Privat vei",Feil/mangler,"Bymøbel - Feil/mangler",3
2020,"Privat vei","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",3
2020,"Privat vei",Risiko,"Trær - Risiko",3
2020,"Privat vei","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",3
2020,Saksbehandles,"Etterfylling av forbruksvarer","Toaletter - Etterfylling av forbruksvarer",3
2020,Saksbehandles,"Greiner skygger for belysning","Trær - Greiner skygger for belysning",3
2020,Saksbehandles,P-plass,"Hull i veien - P-plass",3
2020,Saksbehandles,P-plass,"Renhold - P-plass",3
2020,Saksbehandles,"Plen/grøntområder","Gressklipping - Plen/grøntområder",3
2020,Saksbehandles,Skader/mangler,"Toaletter - Skader/mangler",3
2020,Saksbehandles,"Sykkel - Ønske om sykkelparkering på offentlig grunn","Sykkel - Ønske om sykkelparkering på offentlig grunn",3
2020,Saksbehandles,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",3
2020,"Statens vegvesen",Fortau,"Brøyting/strøing - Fortau",3
2020,"Statens vegvesen","Greiner skygger for belysning","Beskjæring/trimming av trær/busker - Greiner skygger for belysning",3
2020,"Statens vegvesen",Holdeplass,"Brøyting/strøing - Holdeplass",3
2020,"Statens vegvesen",Holdeplass,"Renhold - Holdeplass",3
2020,"Statens vegvesen","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",3
2020,"Statens vegvesen","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",3
2020,"Statens vegvesen","Søppel på holdeplass","Søppel - Søppel på holdeplass",3
2020,"Statens vegvesen","Trafikklys - Blinker gult","Trafikklys - Blinker gult",3
2020,"Statens vegvesen","Trafikklys - Deteksjon/sensorfeil","Trafikklys - Deteksjon/sensorfeil",3
2020,"Statens vegvesen",Vedlikehold,"Bymøbel - Vedlikehold",3
2020,Statsbygg,"Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",3
2020,Statsbygg,Risiko,"Trær - Risiko",3
2020,Statsbygg,"Ønske om nytt tre","Trær - Ønske om nytt tre",3
2020,"Treforvaltning - Del av årshjul","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",3
2020,"Utbedring bestilt","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",3
2020,"Utbedring bestilt",Renhold,"Bymøbel - Renhold",3
2020,"Utbedring bestilt",Vannpost/kran,"Badeplass - Vannpost/kran",3
2020,"Utbedring bestilt","Ønske om nytt tre","Trær - Ønske om nytt tre",3
2020,"Videresendt BYM områdeansvarlig","Farlig avfall","Søppel - Farlig avfall",3
2020,"Videresendt BYM områdeansvarlig","Fremmed art - Russekål","Problematiske fremmede arter - Russekål",3
2020,"Videresendt BYM områdeansvarlig","Greiner skygger for belysning","Trær - Greiner skygger for belysning",3
2020,"Videresendt BYM områdeansvarlig","Registrering villfylling/hageavfall","Renhold - Registrering villfylling/hageavfall",3
2020,"Videresendt BYM områdeansvarlig","Skadet ledning","Gatelys - Skadet ledning",3
2020,"Videresendt BYM områdeansvarlig",Turveiskilt,"Skilt - Turveiskilt",3
2020,"Aktør for sparkesykkel","Andre mangler","Holdeplasser - Andre mangler",2
2020,"Aktør for sparkesykkel",Fortau,"Hull i veien - Fortau",2
2020,"Aktør for sparkesykkel","Park/friområde","Renhold - Park/friområde",2
2020,"Aktør for sparkesykkel","Sykkel - Ønske om sykkelparkering på offentlig grunn","Sykkel - Ønske om sykkelparkering på offentlig grunn",2
2020,"Aktør for sparkesykkel","Søppel i park","Søppel - Søppel i park",2
2020,BaneNor,Fortau,"Brøyting/strøing - Fortau",2
2020,BaneNor,"Registrering villfylling/hageavfall","Renhold - Registrering villfylling/hageavfall",2
2020,BaneNor,Risiko,"Trær - Risiko",2
2020,BaneNor,Tagging,"Tagging - Tagging",2
2020,BaneNor,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2020,BaneNor,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2020,BaneNor,"Ønske om nytt tre","Trær - Ønske om nytt tre",2
2020,"Bydel Alna",Feil/mangler,"Lekeplass - Feil/mangler",2
2020,"Bydel Bjerke","Annen forsøpling","Søppel - Annen forsøpling",2
2020,"Bydel Frogner",Feil/mangler,"Lekeplass - Feil/mangler",2
2020,"Bydel Frogner",Vedlikehold,"Bymøbel - Vedlikehold",2
2020,"Bydel Gamle Oslo",Fortau,"Renhold - Fortau",2
2020,"Bydel Gamle Oslo","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",2
2020,"Bydel Grünerløkka",Feil/mangler,"Bymøbel - Feil/mangler",2
2020,"Bydel Grünerløkka",Fortau,"Hull i veien - Fortau",2
2020,"Bydel Grünerløkka",Risiko,"Lekeplass - Risiko",2
2020,"Bydel Grünerløkka",Skader/mangler,"Toaletter - Skader/mangler",2
2020,"Bydel Grünerløkka",Vannpost/kran,"Badeplass - Vannpost/kran",2
2020,"Bydel Nordre Aker","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2020,"Bydel Nordre Aker",Risiko,"Lekeplass - Risiko",2
2020,"Bydel Nordstrand",Brekkasje,"Trær - Brekkasje",2
2020,"Bydel Sagene",Bommer,"Bommer - Bommer",2
2020,"Bydel Sagene","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",2
2020,"Bydel Sagene","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2020,"Bydel Sagene",Renhold,"Bymøbel - Renhold",2
2020,"Bydel Sagene",Risiko,"Lekeplass - Risiko",2
2020,"Bydel Sagene",Vedlikehold,"Bymøbel - Vedlikehold",2
2020,"Bydel St.Hanshaugen","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",2
2020,"Bydel St.Hanshaugen","Mørk lampe","Gatelys - Mørk lampe",2
2020,"Bydel St.Hanshaugen","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2020,"Bydel St.Hanshaugen","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",2
2020,"Bydel Stovner","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2020,"Bydel Ullern",Risiko,"Trær - Risiko",2
2020,"Bydel Østensjø",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2020,"Bydel Østensjø","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2020,"Bydel Østensjø","Park/friområde","Renhold - Park/friområde",2
2020,"Bydel Østensjø","Søppel i park","Søppel - Søppel i park",2
2020,Duplikat,Bussbom,"Bommer - Bussbom",2
2020,Duplikat,"Etterfylling av forbruksvarer","Toaletter - Etterfylling av forbruksvarer",2
2020,Duplikat,"Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",2
2020,Duplikat,"Lyser på dagen","Gatelys - Lyser på dagen",2
2020,Duplikat,P-plass,"Hull i veien - P-plass",2
2020,Duplikat,Renhold,"Toaletter - Renhold",2
2020,Duplikat,Skader/mangler,"Toaletter - Skader/mangler",2
2020,Duplikat,Stranddusj,"Badeplass - Stranddusj",2
2020,Duplikat,"Sykkel - Ønske om sykkelparkering på offentlig grunn","Sykkel - Ønske om sykkelparkering på offentlig grunn",2
2020,Duplikat,Sykkelfelt,"Hull i veien - Sykkelfelt",2
2020,"Eiendoms og byfornyelsesetaten",P-plass,"Renhold - P-plass",2
2020,"Eiendoms og byfornyelsesetaten","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",2
2020,"Eiendoms og byfornyelsesetaten","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2020,"Eiendoms og byfornyelsesetaten","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2020,"Eiendoms og byfornyelsesetaten",Veibane,"Hull i veien - Veibane",2
2020,Elvia/Hafslund,"Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",2
2020,Elvia/Hafslund,Vedlikehold,"Bymøbel - Vedlikehold",2
2020,"Ferdig behandlet",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",2
2020,"Ferdig behandlet","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2020,"Ferdig behandlet","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",2
2020,"Ferdig behandlet","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",2
2020,"Ferdig behandlet","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",2
2020,"Ferdig behandlet",Risiko,"Lekeplass - Risiko",2
2020,"Ferdig behandlet","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",2
2020,"Ferdig behandlet","Skilt i park/friområde","Skilt - Skilt i park/friområde",2
2020,"Ferdig behandlet",Veibane,"Renhold - Veibane",2
2020,Forsvarsbygg,Brekkasje,"Trær - Brekkasje",2
2020,Fritekst,"Farlig avfall","Søppel - Farlig avfall",2
2020,Fritekst,"Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",2
2020,Fritekst,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",2
2020,"Gårdeiers ansvar","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",2
2020,"Gårdeiers ansvar",Veibane,"Renhold - Veibane",2
2020,"Ikke behandlet",Risiko,"Trær - Risiko",2
2020,"Kirkelig fellesråd",Parkeringsskilt,"Skilt - Parkeringsskilt",2
2020,"Kirkelig fellesråd",Tagging,"Tagging - Tagging",2
2020,Kulturetaten,Tagging,"Tagging - Tagging",2
2020,"Oslo Havn KF",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",2
2020,"Oslobygg KF",Annet,"Gatelys - Annet",2
2020,"Oslobygg KF",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2020,"Oslobygg KF","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2020,"Oslobygg KF","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2020,"Oslobygg KF","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2020,"Oslobygg KF","Søppel i park","Søppel - Søppel i park",2
2020,"Privat eiendom","Andre mangler","Holdeplasser - Andre mangler",2
2020,"Privat eiendom","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",2
2020,"Privat eiendom","Full beholder","Søppel - Returpunkt glass og metall - Full beholder",2
2020,"Privat eiendom","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",2
2020,"Privat eiendom",P-plass,"Brøyting/strøing - P-plass",2
2020,"Privat eiendom",Parkeringsskilt,"Skilt - Parkeringsskilt",2
2020,"Privat eiendom",Strandrenhold,"Badeplass - Strandrenhold",2
2020,"Privat eiendom",Veibane,"Brøyting/strøing - Veibane",2
2020,"Privat vei",Fortau,"Brøyting/strøing - Fortau",2
2020,"Privat vei","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2020,"Privat vei","Greiner skygger for belysning","Beskjæring/trimming av trær/busker - Greiner skygger for belysning",2
2020,"Privat vei","Lyser på dagen","Gatelys - Lyser på dagen",2
2020,"Privat vei","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",2
2020,"Privat vei",Risiko,"Lekeplass - Risiko",2
2020,"Privat vei","Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",2
2020,Saksbehandles,Blender,"Gatelys - Blender",2
2020,Saksbehandles,Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2020,Saksbehandles,Feil/mangler,"Lekeplass - Feil/mangler",2
2020,Saksbehandles,"Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",2
2020,Saksbehandles,"Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",2
2020,Saksbehandles,Holdeplass,"Bymøbel - Holdeplass",2
2020,Saksbehandles,"Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2020,Saksbehandles,"Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",2
2020,Saksbehandles,"Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",2
2020,Slottsforvalter,"Annen forsøpling","Søppel - Annen forsøpling",2
2020,"Sporveien AS","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",2
2020,"Sporveien AS","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2020,"Sporveien AS","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2020,"Statens vegvesen",Blender,"Gatelys - Blender",2
2020,"Statens vegvesen","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",2
2020,"Statens vegvesen","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
